"";"longitude";"latitude";"PA";"wc2.1_30s_bio_4";"wc2.1_30s_bio_9";"wc2.1_30s_bio_14"
"458";7,808148;50,050081;1;625,635437011719;5,16666650772095;40
"459";7,21181;51,482901;1;592,618713378906;5,81666660308838;64
"460";7,17446;51,266282;1;585,007141113281;8,81666660308838;76
"461";12,012738;50,420842;1;673,236633300781;3,01666665077209;43
"462";9,181289;47,657466;1;NA;NA;NA
"463";6,76224;51,436962;1;601,031127929688;6,71666669845581;50
"464";7,863543;47,991311;1;653,450073242188;3,65000009536743;55
"465";10,381328;51,053169;1;646,61865234375;3,96666669845581;43
"466";10,6785;53,700987;1;618,07421875;3,91666674613953;44
"467";7,175179;51,724987;1;576,048461914062;5,68333339691162;54
"468";11,763116;54,146318;1;NA;NA;NA
"469";9,081439;49,450765;1;651,975463867188;15,6499996185303;66
"470";14,779929;50,882708;1;689,908874511719;3,79999995231628;38
"471";6,962419;50,923937;1;591,352294921875;6,65000009536743;48
"472";13,285471;52,811815;1;679,632263183594;4,11666679382324;32
"473";10,860628;51,023099;1;661,005187988281;0,883333325386047;36
"474";11,72438;51,277218;1;659,364196777344;1,86666655540466;32
"475";14,2083;50,875;1;692,482788085938;3,66666674613953;36
"476";11,37;50,42;1;677,178161621094;2,03333330154419;68
"477";9,87;49,77;1;671,133544921875;4,63333320617676;48
"478";7,53875;51,961544;1;585,452392578125;5,31666660308838;48
"479";7,771697;51,934589;1;584,490661621094;5,31666660308838;45
"480";7,480513;51,943577;1;581,606140136719;5,30000019073486;49
"481";7,361148;52,001743;1;582,016296386719;5,15000009536743;48
"482";7,596986;52,060375;1;585,625122070312;5,34999990463257;46
"483";6,020278;50,78339;1;565,541259765625;5,23333358764648;62
"484";13,9149;53,8485;1;NA;NA;NA
"485";13,9149;53,7485;1;658,422729492188;3,66666650772095;29
"486";14,0816;53,7485;1;669,991394042969;3,73333334922791;28
"487";14,2482;53,7485;1;NA;NA;NA
"488";11,9152;53,6485;1;654,031066894531;4,09999990463257;35
"489";8,29145;50,7749;1;626,463745117188;4,41666650772095;55
"490";7,62475;52,3249;1;590,39453125;5,38333320617676;44
"491";10,55;48,84;1;700,296875;1,36666667461395;45
"492";12,12;49,62;1;692,421508789062;3,29999995231628;41
"493";10,87;48,42;1;696,396545410156;1,30000007152557;46
"494";7,067621;52,345461;1;566,157287597656;5,19999980926514;47
"495";7,60484;47,60306;1;662,807373046875;3,78333330154419;46
"496";10,12;47,42;1;616,682861328125;-1,91666662693024;95
"497";11,37;48,37;1;692,034118652344;0,883333206176758;46
"498";11,46;48,42;1;691,198974609375;0,76666659116745;45
"499";11,37;48,42;1;690,639099121094;0,716666698455811;46
"500";11,46;50,47;1;671,825317382812;1,65000009536743;72
"501";12,54;48,72;1;723,231384277344;0,533333361148834;45
"502";12,87;47,97;1;710,850463867188;-0,0666667222976685;70
"503";10,79;48,32;1;671,292724609375;0,899999976158142;50
"504";10,13;50,22;1;668,106079101562;4,44999980926514;44
"505";10,12;47,52;1;623,75634765625;-1,16666662693024;101
"506";5,935527;50,989862;1;570,808166503906;5,94999980926514;48
"507";8,955145;50,776665;1;642,4892578125;4,58333349227905;42
"508";7,083162;50,755795;1;604,64990234375;6,36666679382324;42
"509";12,71;47,97;1;701,448059082031;1,03333330154419;72
"510";11,29;48,27;1;687,117919921875;1,08333337306976;49
"511";11,29;50,22;1;684,477661132812;3,33333349227905;53
"512";10,96;48,27;1;683,112731933594;1,04999995231628;48
"513";10,87;48,27;1;685,647766113281;1,04999995231628;48
"514";11,12;48,27;1;688,281799316406;0,966666698455811;48
"515";6,145611;50,871529;1;566,76513671875;5,59999990463257;54
"516";12,79;48,77;1;732,32958984375;3,90000009536743;55
"517";12,79;48,72;1;733,740295410156;4,11666679382324;52
"518";11,46;48,22;1;684,083679199219;1,49999988079071;47
"519";10,96;48,47;1;687,016357421875;1,11666667461395;46
"520";12,87;48,97;1;646,550720214844;1,05000007152557;74
"521";11,12;49,37;1;699,119018554688;1,46666669845581;43
"522";11,29;49,52;1;690,712585449219;4,11666679382324;51
"523";12,79;48,87;1;728,765563964844;3,81666660308838;52
"524";12,46;47,82;1;703,058654785156;1,18333339691162;70
"525";10,87;48,37;1;698,223266601562;1,43333339691162;47
"526";10,96;48,32;1;686,749450683594;1,18333327770233;47
"527";11,21;48,67;1;710,286315917969;0,933333277702332;40
"528";11,21;48,62;1;706,255981445312;0,899999976158142;41
"529";11,94;49,79;1;690,656799316406;3;45
"530";12,35;50,01;1;681,916137695312;2,45000004768372;38
"531";11,87;49,37;1;721,510375976562;3,58333325386047;49
"532";9,96;49,57;1;664,359313964844;4,61666679382324;47
"533";10,29;48,57;1;692,569213867188;1,26666665077209;44
"534";11,62;49,37;1;711,052734375;3,38333320617676;62
"535";13,29;48,32;1;717,668151855469;1,16666662693024;55
"536";13,37;48,47;1;728,153015136719;4,09999990463257;55
"537";13,46;48,47;1;NA;NA;NA
"538";10,96;49,22;1;692,03955078125;1,28333330154419;44
"539";10,37;47,87;1;652,373718261719;0,0166666116565466;74
"540";12,96;47,67;1;640,541137695312;-0,183333277702332;73
"541";12,79;47,67;1;685,035278320312;0,716666638851166;85
"542";10,29;49,72;1;673,5302734375;4,06666660308838;50
"543";12,79;48,97;1;709,498718261719;3,06666660308838;55
"544";9,87;49,57;1;666,819091796875;4,51666641235352;50
"545";12,96;47,62;1;682,301696777344;0,616666674613953;78
"546";10,46;47,92;1;660,812622070312;0,316666603088379;68
"547";10,46;47,77;1;656,453430175781;-1,98682155172492e-08;78
"548";10,87;49,72;1;678,867736816406;4,21666669845581;44
"549";11,21;49,77;1;666,562133789062;3,23333334922791;60
"550";10,62;47,82;1;676,397521972656;0,416666716337204;70
"551";11,04;49,32;1;700,604736328125;1,56666660308838;42
"552";10,46;47,87;1;655,706848144531;0,0166667494922876;73
"553";10,54;47,82;1;666,628051757812;0,200000062584877;72
"554";10,54;47,72;1;657,823974609375;0,149999931454659;76
"555";13,29;48,57;1;718,278015136719;3,61666679382324;58
"556";10,87;49,32;1;694,883911132812;1,28333342075348;47
"557";13,12;48,47;1;708,40234375;3,61666679382324;56
"558";10,62;47,77;1;675,79736328125;0,333333343267441;71
"559";11,04;49,27;1;699,868469238281;1,33333325386047;44
"560";12,12;50,02;1;685,569885253906;2,68333339691162;42
"561";11,71;49,42;1;706,376281738281;3,14999985694885;59
"562";12,29;48,77;1;721,848815917969;0,950000107288361;40
"563";10,54;47,92;1;663,01806640625;0,399999976158142;68
"564";10,96;49,27;1;696,817443847656;1,36666667461395;42
"565";10,87;49,77;1;676,596862792969;4,13333320617676;44
"566";10,37;48,52;1;691,767639160156;1,39999997615814;43
"567";10,87;49,27;1;693,636657714844;1,31666672229767;46
"568";12,54;47,77;1;638,233825683594;-0,200000032782555;72
"569";11,04;49,77;1;676,865539550781;4,46666669845581;42
"570";11,04;49,22;1;697,33203125;1,28333330154419;43
"571";11,96;49,32;1;719,935180664062;3,66666674613953;43
"572";9,29;50,07;1;656,140441894531;11,4166669845581;66
"573";10,96;49,77;1;672,344360351562;4,04999971389771;46
"574";11,62;49,42;1;698,15771484375;2,96666669845581;62
"575";13,21;48,47;1;710,854553222656;3,68333339691162;57
"576";12,79;47,77;1;668,047119140625;0,150000050663948;77
"577";10,62;47,92;1;671,378601074219;0,683333337306976;65
"578";10,37;47,92;1;659,694580078125;0,283333301544189;67
"579";12,62;47,77;1;625,725524902344;-0,35000005364418;73
"580";10,96;49,32;1;694,744873046875;1,41666662693024;43
"581";12,21;50,07;1;683,546325683594;2,88333344459534;37
"582";12,37;48,77;1;722,759826660156;0,783333241939545;41
"583";10,12;49,52;1;665,256286621094;1,71666669845581;45
"584";13,04;47,67;1;697,724670410156;1,03333330154419;75
"585";10,29;48,67;1;686,142028808594;0,733333349227905;52
"586";11,87;49,27;1;717,341979980469;3,61666655540466;47
"587";11,79;49,32;1;719,050842285156;3,65000009536743;51
"588";11,96;49,27;1;716,176208496094;3,65000009536743;43
"589";10,71;47,82;1;666,492980957031;0,299999982118607;65
"590";13,04;48,42;1;712,004211425781;3,78333330154419;54
"591";12,41;48,64;1;725,414733886719;0,983333349227905;42
"592";12,37;48,63;1;723,050537109375;1;42
"593";10,01;50,12;1;670,119140625;4,31666660308838;50
"594";9,95;50,08;1;670,886291503906;4,33333349227905;49
"595";6,019008;50,845612;1;NA;NA;NA
"596";11,12;47,77;1;687,815490722656;0,916666686534882;57
"597";10,89;48,66;1;694,042297363281;1,19999992847443;43
"598";9,96;49,77;1;678,153686523438;5,25;43
"599";9,86;50,27;1;674,009216308594;7,79999971389771;57
"600";5,907855;51,061901;1;NA;NA;NA
"601";10,46;47,62;1;658,425598144531;-0,183333322405815;86
"602";7,52419;51,907635;1;584,633239746094;5,38333320617676;49
"603";6,023889;50,944168;1;573,776672363281;6;50
"604";6,631167;50,60939;1;588,23486328125;4,68333339691162;55
"605";12,17;49,64;1;696,38720703125;3,41666674613953;39
"606";13,7483;54,0485;1;647,493286132812;3,5;35
"607";13,9149;53,9485;1;NA;NA;NA
"608";13,7483;53,8485;1;655,032958984375;3,71666669845581;33
"609";10,61;48,83;1;698,511413574219;1,33333337306976;44
"610";10,65;48,78;1;693,202270507812;0,75;50
"611";9,96;49,82;1;675,9453125;5,23333358764648;40
"612";9,87;49,82;1;670,84228515625;5,33333349227905;40
"613";11,46;50,52;1;670,348754882812;2,36666655540466;62
"614";11,37;50,52;1;670,715759277344;2,23333334922791;65
"615";9,8;50,15;1;664,992614746094;4,30000019073486;50
"616";10,34;50,26;1;673,695556640625;3,96666669845581;43
"617";11,04;47,67;1;652,371398925781;-0,716666698455811;62
"618";6,110654;51,258573;1;568,239440917969;5,90000009536743;45
"619";10,04;49,77;1;675,035766601562;4,75;45
"620";10,71;47,57;1;671,994445800781;-0,683333337306976;65
"621";10,54;47,62;1;654,981323242188;-1,11666667461395;80
"622";10,87;47,67;1;662,514038085938;-0,933333337306976;61
"623";11,62;47,67;1;629,3291015625;-0,399999976158142;68
"624";11,37;50,22;1;687,159301757812;3,43333315849304;50
"625";10,32;50,17;1;674,275146484375;3,81666684150696;46
"626";5,975845;50,800895;1;NA;NA;NA
"627";12,7484;54,2484;1;634,256286621094;3,35000014305115;36
"628";11,46;48,92;1;693,300598144531;3,41666674613953;53
"629";10,12;48,42;1;690,490051269531;1,26666665077209;43
"630";10,12;48,32;1;692,149047851562;1,11666655540466;42
"631";10,04;48,42;1;700,293640136719;1,39999997615814;44
"632";10,04;48,32;1;692,138732910156;1,16666662693024;42
"633";10,04;48,22;1;682,844970703125;0,816666662693024;43
"634";10,21;48,37;1;689,117797851562;1,03333342075348;43
"635";10,21;48,27;1;689,724792480469;0,950000107288361;43
"636";10,04;48,27;1;686,916137695312;0,899999976158142;43
"637";10,12;48,27;1;691,0810546875;0,933333396911621;43
"638";10,21;48,12;1;686,802551269531;0,98333328962326;44
"639";10,21;48,17;1;678,220031738281;0,783333301544189;46
"640";10,12;48,22;1;689,958801269531;0,99999988079071;42
"641";10,37;49,67;1;668,608215332031;1,50000011920929;45
"642";10,37;49,62;1;669,420837402344;1,53333330154419;46
"643";10,46;49,67;1;681,659484863281;4,21666669845581;46
"644";10,46;49,62;1;680,315795898438;1,56666660308838;45
"645";10,62;49,67;1;681,642822265625;4,01666688919067;50
"646";10,54;49,67;1;680,169860839844;4,09999990463257;48
"647";10,54;49,62;1;683,688049316406;4,34999990463257;46
"648";10,71;49,42;1;694,75146484375;4,25;49
"649";10,62;49,47;1;688,417541503906;4,25;49
"650";10,29;49,47;1;673,344604492188;1,51666665077209;46
"651";10,46;49,47;1;688,2998046875;4,25;50
"652";10,37;49,42;1;686,521057128906;3,75;56
"653";10,62;49,57;1;690,824462890625;4,31666660308838;48
"654";10,71;49,57;1;687,845275878906;4,15000009536743;49
"655";11,87;49,07;1;720,694091796875;3,83333325386047;44
"656";12,96;49,07;1;698,06005859375;2,5;57
"657";11,37;48,92;1;697,170715332031;3,83333325386047;50
"658";13,29;49,07;1;651,042724609375;1,11666667461395;70
"659";11,96;49,07;1;717,154907226562;3,95000004768372;41
"660";13,37;49,02;1;642,98828125;4,93333339691162;73
"661";12,29;49,07;1;708,947143554688;3,55000019073486;42
"662";11,87;49,87;1;693,206787109375;2,89999985694885;48
"663";11,87;50,37;1;676,716125488281;2,56666660308838;50
"664";12,12;49,77;1;690,34521484375;2,79999995231628;44
"665";12,04;49,77;1;683,086120605469;2,59999990463257;46
"666";12,04;50,02;1;677,3515625;2,16666674613953;51
"667";11,96;49,72;1;690,843811035156;3,08333325386047;43
"668";11,12;50,32;1;688,025695800781;3,75;45
"669";11,04;50,32;1;678,659973144531;3,38333320617676;53
"670";11,04;50,22;1;680,268859863281;3,84999990463257;46
"671";11,54;50,42;1;663,731994628906;5,55000019073486;72
"672";12,46;50,02;1;NA;NA;NA
"673";12,04;49,87;1;671,967407226562;1,95000004768372;55
"674";12,29;49,92;1;687,510192871094;2,51666665077209;40
"675";11,62;50,37;1;672,349426269531;1,80000007152557;67
"676";10,96;50,17;1;680,966735839844;4;44
"677";11,71;50,17;1;667,973388671875;6;65
"678";11,62;50,42;1;665,088317871094;1,89999997615814;65
"679";11,29;50,42;1;673,851989746094;5,98333358764648;69
"680";11,96;49,92;1;683,076293945312;2,36666655540466;52
"681";12,54;49,62;1;NA;NA;NA
"682";11,87;49,67;1;699,106018066406;3,20000004768372;47
"683";11,12;50,22;1;682,233825683594;3,91666674613953;44
"684";11,96;50,07;1;674,371154785156;2,08333325386047;55
"685";12,37;49,77;1;670,315795898438;1,73333334922791;51
"686";12,46;49,72;1;NA;NA;NA
"687";11,96;49,82;1;685,805603027344;2,56666660308838;49
"688";11,79;50,42;1;671,556335449219;2,75;49
"689";11,79;49,62;1;703,496032714844;3,5;49
"690";12,21;50,17;1;NA;NA;NA
"691";11,54;50,27;1;674,392395019531;2,66666674613953;56
"692";12,54;49,92;1;NA;NA;NA
"693";12,29;49,77;1;688,755310058594;2,48333334922791;44
"694";11,87;50,12;1;662,926818847656;5,36666679382324;71
"695";12,12;49,82;1;691,223693847656;2,84999990463257;40
"696";12,12;49,92;1;669,22998046875;1,73333334922791;53
"697";12,46;49,77;1;NA;NA;NA
"698";12,54;49,67;1;NA;NA;NA
"699";11,12;50,37;1;678,174255371094;2,93333339691162;58
"700";12,29;49,52;1;698,027954101562;3,18333315849304;41
"701";12,37;49,72;1;680,222106933594;2,05000019073486;49
"702";11,62;50,17;1;673,850708007812;2,41666674613953;60
"703";11,71;49,87;1;686,864868164062;3,01666665077209;54
"704";11,87;49,52;1;718,345092773438;3,48333334922791;48
"705";11,79;49,72;1;691,915832519531;3,20000004768372;50
"706";11,46;50,17;1;682,732238769531;3,10000014305115;54
"707";12,37;49,82;1;683,432006835938;2,39999985694885;43
"708";11,62;50,32;1;661,312255859375;5,41666650772095;72
"709";12,12;50,27;1;NA;NA;NA
"710";11,96;50,42;1;667,370910644531;2,40000009536743;51
"711";12,04;49,67;1;690,462097167969;3,23333334922791;41
"712";11,87;50,42;1;668,03125;2;57
"713";12,37;49,57;1;691,533630371094;2,5;46
"714";11,96;50,37;1;678,791809082031;2,63333320617676;48
"715";10,96;50,37;1;678,389892578125;3,31666660308838;52
"716";12,29;49,72;1;691,656311035156;2,81666660308838;43
"717";11,71;50,37;1;672,662048339844;2,36666679382324;56
"718";11,96;49,57;1;705,5263671875;3,38333344459534;43
"719";10,96;50,32;1;683,027465820312;3,5;52
"720";12,12;50,22;1;668,013793945312;2,21666669845581;48
"721";12,04;49,62;1;694,093444824219;3,21666669845581;42
"722";11,04;50,37;1;675,96337890625;3,16666674613953;54
"723";11,46;50,12;1;684,113586425781;3,38333320617676;52
"724";11,29;50,37;1;682,131774902344;2,51666665077209;63
"725";11,54;50,22;1;670,907897949219;6,16666650772095;66
"726";12,46;49,62;1;693,251037597656;2,73333334922791;42
"727";11,29;50,52;1;668,604370117188;2,59999990463257;59
"728";12,62;49,57;1;NA;NA;NA
"729";9,46;49,97;1;656,078063964844;11,0666666030884;66
"730";11,71;48,42;1;686,362121582031;0,666666686534882;41
"731";11,54;48,42;1;690,629943847656;0,833333373069763;44
"732";11,62;48,97;1;708,410522460938;3,63333344459534;50
"733";11,96;48,97;1;713,388610839844;3,76666665077209;43
"734";12,37;47,72;1;656,894653320312;-0,0500000305473804;71
"735";11,12;49,27;1;700,876098632812;1,29999995231628;43
"736";11,71;49,12;1;710,106689453125;3,33333325386047;50
"737";12,54;47,72;1;613,108520507812;-0,850000023841858;72
"738";10,62;48,07;1;684,113586425781;0,733333349227905;57
"739";10,71;48,07;1;681,960571289062;0,750000059604645;55
"740";9,37;49,92;1;654,165405273438;11,2333335876465;65
"741";11,54;49,12;1;704,053588867188;3,39999985694885;55
"742";11,21;49,67;1;671,167541503906;3,26666665077209;62
"743";10,79;48,77;1;692,501525878906;0,700000047683716;46
"744";11,96;48,52;1;705,993286132812;0,999999940395355;45
"745";12,46;47,67;1;704,151123046875;-0,900000035762787;74
"746";11,62;49,02;1;710,589782714844;3,83333325386047;50
"747";11,46;49,67;1;680,895568847656;3,25;64
"748";12,46;47,77;1;705,080444335938;-0,266666620969772;72
"749";11,71;49,17;1;712,265930175781;3,39999985694885;50
"750";12,37;47,77;1;633,0390625;-0,283333331346512;72
"751";11,54;49,72;1;679,445373535156;3,18333339691162;61
"752";11,71;48,37;1;690,004821777344;0,899999976158142;41
"753";11,87;48,87;1;723,44140625;4,16666698455811;41
"754";11,87;49,17;1;716,258666992188;3,48333334922791;47
"755";10,54;48,02;1;674,332458496094;0,550000011920929;62
"756";11,71;48,27;1;688,926452636719;1,23333334922791;44
"757";12,04;48,47;1;705,878295898438;1,10000014305115;47
"758";11,54;49,62;1;690,61279296875;3,48333334922791;63
"759";11,96;48,82;1;719,479370117188;3,95000004768372;41
"760";11,46;49,77;1;677,46630859375;3,28333330154419;60
"761";11,87;48,47;1;701,1435546875;0,966666698455811;44
"762";11,62;49,67;1;688,656311035156;3,28333330154419;59
"763";11,04;48,82;1;689,596252441406;0,766666650772095;49
"764";11,62;49,17;1;708,677124023438;3,34999990463257;53
"765";11,62;49,62;1;687,693786621094;2,90000009536743;63
"766";11,54;49,17;1;701,807189941406;3,25;58
"767";11,12;49,22;1;695,872436523438;1,21666669845581;45
"768";12,04;48,77;1;717,368408203125;3,95000004768372;42
"769";9,29;49,97;1;657,139526367188;8,46666717529297;59
"770";11,62;49,27;1;708,973205566406;3,33333325386047;57
"771";11,79;48,87;1;721,142150878906;4,19999980926514;42
"772";12,12;48,87;1;723,815124511719;4;39
"773";11,62;49,77;1;684,689147949219;2,88333344459534;60
"774";10,46;48,02;1;673,642883300781;0,616666674613953;60
"775";11,21;49,27;1;693,022033691406;1,10000002384186;49
"776";11,71;49,77;1;688,999450683594;2,91666674613953;55
"777";11,21;49,32;1;694,155639648438;1,13333332538605;48
"778";11,37;49,32;1;694,918090820312;3,43333339691162;60
"779";12,04;48,82;1;722,613464355469;4,03333330154419;40
"780";11,37;49,67;1;673,199462890625;2,83333349227905;67
"781";12,82;47,67;1;679,95654296875;0,583333313465118;82
"782";10,09;49,61;1;666,669006347656;1,81666660308838;45
"783";10,24;49,54;1;668,813232421875;1,53333342075348;45
"784";10,85;48,74;1;692,890686035156;1,03333342075348;45
"785";6,08078;51,177854;1;565,199584960938;5,94999980926514;45
"786";10,87;48,12;1;676,622619628906;0,733333349227905;50
"787";11,54;48,07;1;670,738525390625;1,66666674613953;51
"788";9,63;50,24;1;655,809143066406;11,75;57
"789";9,78;50,42;1;663,419067382812;11,3333330154419;61
"790";10,03;50,16;1;665,746765136719;4,64999961853027;45
"791";6,214011;51,428677;1;572,8828125;6;44
"792";11,62;47,82;1;672,550964355469;-0,316666632890701;68
"793";11,12;47,72;1;669,761962890625;-0,483333349227905;60
"794";11,14;48,39;1;689,604064941406;0,916666746139526;47
"795";11,46;48,12;1;680,592834472656;1,61666667461395;49
"796";11,29;47,37;1;NA;NA;NA
"797";11,62;48,17;1;696,163024902344;2,03333353996277;47
"798";11,71;48,12;1;697,291687011719;1,66666674613953;52
"799";11,54;48,17;1;690,330932617188;2,03333330154419;47
"800";11,62;49,87;1;683,761291503906;3,29999995231628;53
"801";12,04;48,02;1;694,217895507812;-0,133333250880241;55
"802";9,93;50,33;1;662,836364746094;10,1166667938232;76
"803";10,26;50,23;1;673,577514648438;3,90000009536743;47
"804";11,62;49,92;1;693,132995605469;3,58333349227905;51
"805";11,62;48,07;1;684,619445800781;1,64999997615814;53
"806";11,71;48,17;1;688,679016113281;1,65000009536743;49
"807";11,46;50,32;1;674,740661621094;2,48333334922791;61
"808";6,733992;52,47557;1;560,857543945312;5,21666669845581;47
"809";11,04;47,47;1;671,558959960938;-1,78333330154419;72
"810";11,29;47,47;1;614,626037597656;-0,633333325386047;72
"811";10,96;47,42;1;582,236389160156;-4,18333339691162;71
"812";11,54108;52,93198;1;652,686157226562;4,76666688919067;34
"813";13,0817;54,3484;1;NA;NA;NA
"814";13,415;54,1484;1;NA;NA;NA
"815";10,96;48,07;1;675,214904785156;0,683333277702332;51
"816";11,54;47,97;1;669,377258300781;1,15000009536743;59
"817";10,72;48,87;1;695,774047851562;1,09999990463257;45
"818";11,37;50,32;1;677,909545898438;2,40000009536743;62
"819";10,03;50,23;1;670,931640625;4,03333330154419;53
"820";11,29;47,52;1;624,661743164062;-0,233333304524422;69
"821";11,04;47,57;1;640,455993652344;-0,716666638851166;67
"822";11,29;50,32;1;687,153076171875;3,61666655540466;46
"823";11,46;50,37;1;671,24658203125;2,01666665077209;67
"824";11,54;49,87;1;675,726745605469;2,91666674613953;61
"825";11,54;50,37;1;669,862060546875;1,96666669845581;65
"826";11,37;50,37;1;675,85791015625;6,28333330154419;67
"827";12,56;48,88;1;750,367980957031;0,833333313465118;44
"828";9,78;50,33;1;662,559875488281;11,1666669845581;65
"829";6,108672;51,132738;1;562,609436035156;6,03333330154419;45
"830";10,87;47,52;1;577,509704589844;-3,34999990463257;79
"831";6,008065;51,088375;1;NA;NA;NA
"832";10,3;48,51;1;692,407287597656;1,31666672229767;43
"833";11,12;48,67;1;701,272644042969;0,966666579246521;43
"834";11,04;48,62;1;692,64794921875;0,800000011920929;45
"835";11,04;48,67;1;693,721313476562;0,883333384990692;46
"836";11,62;48,42;1;690,822387695312;0,716666698455811;43
"837";10,12;49,22;1;687,275451660156;3,70000004768372;55
"838";10,29;49,07;1;694,492370605469;3,65000009536743;55
"839";13,46;48,87;1;692,700439453125;2,11666679382324;65
"840";13,54;48,92;1;641,142883300781;4,23333311080933;81
"841";13,62;48,92;1;663,997314453125;5,06666660308838;73
"842";13,37;48,82;1;714,019104003906;3,13333344459534;57
"843";13,37;48,92;1;665,894836425781;5,71666669845581;67
"844";13,46;48,92;1;651,718017578125;5,38333320617676;74
"845";12,12;48,97;1;732,394775390625;4,16666650772095;39
"846";12,04;48,97;1;722,644958496094;4,08333301544189;39
"847";13,54;48,87;1;684,250854492188;6,09999990463257;67
"848";12,12;48,12;1;693,634887695312;-0,166666626930237;52
"849";12,12;48,17;1;685,291931152344;-0,266666650772095;54
"850";10,37;48,22;1;687,275451660156;1,03333330154419;51
"851";11,04;49,12;1;687,03857421875;1,11666667461395;45
"852";11,12;49,07;1;689,147888183594;3,41666674613953;53
"853";12,21;49,87;1;686,797058105469;2,75;41
"854";10,37;48,42;1;692,575744628906;1,26666653156281;41
"855";11,96;47,62;1;647,540222167969;-1,06666660308838;67
"856";12,12;47,97;1;696,926696777344;-0,0499999523162842;53
"857";10,87;49,97;1;678,058166503906;4,38333320617676;39
"858";11,96;47,67;1;661,263732910156;-0,716666638851166;70
"859";10,37;48,32;1;689,009338378906;1,18333339691162;41
"860";10,79;50,02;1;671,618896484375;3,65000009536743;50
"861";10,96;49,97;1;674,948913574219;3,88333320617676;46
"862";11,04;49,92;1;672,489013671875;3,63333320617676;51
"863";10,79;49,97;1;674,351928710938;4,09999990463257;43
"864";12,04;49,02;1;726,371215820312;4,31666660308838;37
"865";11,04;49,87;1;673,887939453125;3,96666669845581;47
"866";12,46;49,92;1;671,117919921875;1,81666672229767;45
"867";12,21;47,87;1;705,660034179688;-0,19999997317791;59
"868";10,46;48,22;1;682,230102539062;1,09999990463257;53
"869";10,96;49,82;1;676,368835449219;4,34999990463257;40
"870";10,12;50,32;1;668,234191894531;3,86666655540466;50
"871";12,46;49,82;1;670,346313476562;1,56666672229767;50
"872";10,87;49,87;1;685,421081542969;4,25;44
"873";10,87;50,07;1;676,164001464844;4,11666631698608;42
"874";10,54;48,37;1;680,185302734375;1;48
"875";11,21;49,17;1;698,34814453125;3,79999995231628;50
"876";10,04;50,37;1;671,941284179688;11,0500001907349;61
"877";10,12;50,37;1;666,823669433594;3,91666674613953;47
"878";10,96;50,02;1;679,506713867188;4,06666660308838;43
"879";10,37;50,37;1;672,8681640625;3,65000009536743;47
"880";10,21;50,37;1;677,158020019531;4,09999990463257;41
"881";10,46;48,27;1;687,464050292969;1,14999997615814;50
"882";11,87;47,67;1;624,952575683594;-1,45000004768372;69
"883";10,37;48,27;1;687,680541992188;1,03333330154419;47
"884";12,54;49,87;1;NA;NA;NA
"885";11,29;49,12;1;689,013916015625;3,38333344459534;57
"886";11,79;47,97;1;675,073913574219;1,16666674613953;68
"887";11,79;47,72;1;619,073547363281;0,283333331346512;70
"888";10,79;49,87;1;678,582946777344;4,13333368301392;44
"889";12,37;48,22;1;700,485046386719;1,01666665077209;50
"890";8,8625;50,1125;0;664,893920898438;5,94999980926514;44
"891";10,2541666666667;47,6958333333333;0;649,363342285156;-0,116666555404663;96
"892";11,9875;53,5875;0;655,379272460938;3,91666674613953;36
"893";8,47916666666667;49,8375;0;671,389770507812;3,58333325386047;37
"894";6,27083333333333;51,1791666666667;0;570,679260253906;5,98333311080933;45
"895";12,9458333333333;53,5291666666667;0;678,31494140625;3,25;32
"896";9,09583333333333;51,8458333333333;0;607,503601074219;4,66666650772095;56
"897";9,95416666666667;50,6708333333333;0;662,822692871094;3,83333325386047;51
"898";12,1458333333333;49,4125;0;711,439025878906;3,58333349227905;39
"899";8,5625;49,6375;0;663,794616699219;3,53333330154419;41
"900";6,97916666666667;49,4541666666667;0;623,612426757812;16,1000003814697;63
"901";12,7375;53,7875;0;656,552062988281;3,33333325386047;36
"902";9,87916666666667;53,6458333333333;0;612,440490722656;4,59999990463257;42
"903";11,9208333333333;52,1041666666667;0;678,797241210938;4,83333349227905;32
"904";10,6208333333333;54,3125;0;594,753601074219;3,96666669845581;39
"905";8,10416666666667;51,9875;0;587,808410644531;5,30000019073486;42
"906";10,5458333333333;51,6625;0;625,719421386719;9,41666698455811;76
"907";8,1625;49,8291666666667;0;663,286682128906;3,21666669845581;37
"908";8,3375;48,7708333333333;0;639,600219726562;3,43333339691162;75
"909";9,1375;48,6791666666667;0;655,040344238281;1,66666662693024;44
"910";12,8708333333333;50,9125;0;700,546325683594;4,15000009536743;39
"911";10,2458333333333;53,9625;0;610,668273925781;7,48333358764648;49
"912";10,3541666666667;54,2958333333333;0;594,796875;3,70000004768372;43
"913";7,80416666666667;48,3125;0;653,655639648438;3,78333330154419;58
"914";8,34583333333333;53,1625;0;578,557495117188;4,63333320617676;39
"915";9,47916666666667;48,9291666666667;0;651,9091796875;4,98333311080933;68
"916";7,45416666666667;52,4458333333333;0;584,586608886719;5,26666688919067;42
"917";12,6625;48,1375;0;702,302917480469;1;58
"918";12,1625;48,3541666666667;0;708,867004394531;0,966666638851166;49
"919";10,8875;51,3791666666667;0;648,795532226562;1,38333332538605;35
"920";9,54583333333333;54,4208333333333;0;597,60302734375;3,79999995231628;48
"921";12,1875;50,7125;0;670,59619140625;1,10000002384186;37
"922";6,9125;49,5958333333333;0;611,44189453125;15;67
